ThrowID,X2,GameID,throw_team_score,def_team_score,Score,point_per_game,poss_per_point,score_on_poss,Direction,throw_per_game,throw_per_point,throw_per_poss,throw_team,Thrower,receiver,hand_rl,throw_type,throw_curve,Force,Stall,completion,bad_throw,GEO_Xstart,GEO_Ystart,GEO_Xend,GEO_Yend,RO_Xstart,RO_Ystart,RO_Xend,RO_Yend,Xdist,Ydist,Dist,pull,goal
Apr-39,1170,4,1,1,NA,3,1,1,1,39,8,8,S,6,0,R,F,F,F,4,1,0,19.5,16.5,31.5,12.5,19.5,16.5,31.5,12.5,12,-4,12.6,NA,0
Apr-40,1171,4,2,1,NA,3,1,1,1,40,9,9,S,0,7,R,BH,F,NA,0,1,0,31.5,12.5,42.5,18.5,31.5,12.5,42.5,18.5,11,6,12.5,NA,1
Apr-41,1173,4,1,2,NA,4,1,0,1,41,1,1,SZ,21,10,R,BH,F,NA,0,1,0,-33.5,0.5,-19.5,-0.5,-33.5,0.5,-19.5,-0.5,14,-1,14,NA,0
Apr-42,1174,4,1,2,NA,4,1,0,1,42,2,2,SZ,10,21,R,BH,F,FL,5,1,0,-19.5,-0.5,-20.5,4.5,-19.5,-0.5,-20.5,4.5,-1,5,5.1,NA,0
Apr-43,1175,4,1,2,NA,4,1,0,1,43,3,3,SZ,21,48,R,F,F,FL,8,1,0,-20.5,4.5,-28.5,-12.5,-20.5,4.5,-28.5,-12.5,-8,-17,18.8,NA,0
Apr-44,1176,4,1,2,NA,4,1,0,1,44,4,4,SZ,48,48,R,BH,F,FL,7,1,1,-28.5,-12.5,-31.5,-12.5,-28.5,-12.5,-31.5,-12.5,-3,0,3,NA,0
Apr-45,1177,4,1,2,NA,4,1,0,1,45,5,5,SZ,48,71,R,F,F,F,2,1,0,-31.5,-12.5,-25.5,-18.5,-31.5,-12.5,-25.5,-18.5,6,-6,8.5,NA,0
Apr-46,1178,4,1,2,NA,4,1,0,1,46,6,6,SZ,71,10,R,BH,F,F,2,1,0,-25.5,-18.5,-30.5,-0.5,-25.5,-18.5,-30.5,-0.5,-5,18,18.7,NA,0
Apr-47,1179,4,1,2,NA,4,1,0,1,47,7,7,SZ,10,21,R,BH,F,FL,2,1,0,-30.5,-0.5,-30.5,13.5,-30.5,-0.5,-30.5,13.5,0,14,14,NA,0
Apr-48,1180,4,1,2,NA,4,1,0,1,48,8,8,SZ,21,1,R,F,OI,F,4,0,0,-30.5,13.5,32.5,14.5,-30.5,13.5,32.5,14.5,63,1,63,NA,0
Apr-49,1181,4,2,1,NA,4,2,0,-1,49,9,1,S,22,28,R,F,F,F,3,1,0,34.5,19.5,23.5,18.5,-34.5,-19.5,-23.5,-18.5,11,1,11,NA,0
Apr-50,1182,4,2,1,NA,4,2,0,-1,50,10,2,S,28,9,R,F,F,F,2,1,0,23.5,18.5,7.5,17.5,-23.5,-18.5,-7.5,-17.5,16,1,16,NA,0
Apr-51,1183,4,2,1,NA,4,2,0,-1,51,11,3,S,9,14,R,F,F,F,2,1,0,7.5,17.5,-0.5,15.5,-7.5,-17.5,0.5,-15.5,8,2,8.2,NA,0
Apr-52,1184,4,2,1,NA,4,2,0,-1,52,12,4,S,14,16,R,BH,F,F,5,1,0,-0.5,15.5,9.5,1.5,0.5,-15.5,-9.5,-1.5,-10,14,17.2,NA,0
Apr-53,1185,4,2,1,NA,4,2,0,-1,53,13,5,S,16,24,R,F,F,F,3,1,0,9.5,1.5,-0.5,16.5,-9.5,-1.5,0.5,-16.5,10,-15,18,NA,0
Apr-54,1186,4,2,1,NA,4,2,0,-1,54,14,6,S,24,16,R,F,F,F,4,1,0,-0.5,16.5,-5.5,9.5,0.5,-16.5,5.5,-9.5,5,7,8.6,NA,0
Apr-55,1187,4,2,1,NA,4,2,0,-1,55,15,7,S,16,9,R,BH,F,F,2,1,0,-5.5,9.5,-4.5,-2.5,5.5,-9.5,4.5,2.5,-1,12,12,NA,0
Apr-56,1188,4,2,1,NA,4,2,0,-1,56,16,8,S,9,27,R,BH,F,FL,1,1,0,-4.5,-2.5,-7.5,-17.5,4.5,2.5,7.5,17.5,3,15,15.3,NA,0
Apr-57,1189,4,2,1,NA,4,2,0,-1,57,17,9,S,27,14,R,BH,F,FL,2,0,1,-7.5,-17.5,-47.5,-15.5,7.5,17.5,47.5,15.5,40,-2,40,NA,0
Apr-58,1190,4,1,2,NA,4,3,0,1,58,18,1,SZ,10,8,R,F,F,F,8,0,1,-10.5,-19.5,25.5,19.5,-10.5,-19.5,25.5,19.5,36,39,53.1,NA,0
Apr-59,1191,4,2,1,NA,4,4,0,-1,59,19,1,S,22,24,R,BH,F,F,3,1,0,25.5,19.5,34.5,5.5,-25.5,-19.5,-34.5,-5.5,-9,14,16.6,NA,0
Apr-60,1192,4,2,1,NA,4,4,0,-1,60,20,2,S,24,22,R,BH,F,F,2,1,0,34.5,5.5,34.5,14.5,-34.5,-5.5,-34.5,-14.5,0,-9,9,NA,0
Apr-61,1193,4,2,1,NA,4,4,0,-1,61,21,3,S,22,24,R,F,F,F,2,1,0,34.5,14.5,25.5,19.5,-34.5,-14.5,-25.5,-19.5,9,-5,10.3,NA,0
Apr-62,1194,4,2,1,NA,4,4,0,-1,62,22,4,S,24,16,R,BH,F,FL,2,1,0,25.5,19.5,10.5,18.5,-25.5,-19.5,-10.5,-18.5,15,1,15,NA,0
Apr-63,1195,4,2,1,NA,4,4,0,-1,63,23,5,S,16,9,R,F,OI,F,1,0,0,10.5,18.5,-46.5,15.5,-10.5,-18.5,46.5,-15.5,57,3,57.1,NA,0
Apr-64,1196,4,1,2,NA,4,5,0,1,64,24,1,SZ,10,1,R,F,F,F,3,1,0,-34.5,10.5,-29.5,-13.5,-34.5,10.5,-29.5,-13.5,5,-24,24.5,NA,0
Apr-65,1197,4,1,2,NA,4,5,0,1,65,25,2,SZ,1,48,R,F,F,F,2,1,0,-29.5,-13.5,-19.5,-7.5,-29.5,-13.5,-19.5,-7.5,10,6,11.7,NA,0
Apr-66,1198,4,1,2,NA,4,5,0,1,66,26,3,SZ,48,8,R,F,F,F,3,1,0,-19.5,-7.5,-1.5,-18.5,-19.5,-7.5,-1.5,-18.5,18,-11,21.1,NA,0
Apr-67,1199,4,1,2,NA,4,5,0,1,67,27,4,SZ,8,21,R,F,F,F,2,0,1,-1.5,-18.5,46.5,-16.5,-1.5,-18.5,46.5,-16.5,48,2,48,NA,0
Apr-68,1200,4,2,1,NA,4,6,1,-1,68,28,1,S,22,27,R,F,F,F,1,1,0,34.5,-19.5,42.5,-8.5,-34.5,19.5,-42.5,8.5,-8,-11,13.6,NA,0
Apr-69,1201,4,2,1,NA,4,6,1,-1,69,29,2,S,27,24,R,F,F,F,6,1,0,42.5,-8.5,35.5,-13.5,-42.5,8.5,-35.5,13.5,7,5,8.6,NA,0
Apr-70,1202,4,2,1,NA,4,6,1,-1,70,30,3,S,24,28,R,BH,F,FL,1,1,0,35.5,-13.5,23.5,-18.5,-35.5,13.5,-23.5,18.5,12,5,13,NA,0
Apr-71,1203,4,2,1,NA,4,6,1,-1,71,31,4,S,28,24,R,F,F,F,2,1,0,23.5,-18.5,31.5,-11.5,-23.5,18.5,-31.5,11.5,-8,-7,10.6,NA,0
Apr-72,1204,4,2,1,NA,4,6,1,-1,72,32,5,S,24,28,R,F,F,F,1,1,0,31.5,-11.5,24.5,0.5,-31.5,11.5,-24.5,-0.5,7,-12,13.9,NA,0
Apr-73,1205,4,2,1,NA,4,6,1,-1,73,33,6,S,28,16,R,F,F,F,4,1,0,24.5,0.5,13.5,17.5,-24.5,-0.5,-13.5,-17.5,11,-17,20.2,NA,0
Apr-74,1206,4,3,1,NA,4,6,1,-1,74,34,7,S,16,22,R,F,OI,F,2,1,1,13.5,17.5,-39.5,4.5,-13.5,-17.5,39.5,-4.5,53,13,54.6,NA,1
Apr-75,1208,4,1,3,NA,5,1,0,-1,75,1,1,SZ,48,10,R,BH,F,NA,0,1,0,43.5,5.5,34.5,4.5,-43.5,-5.5,-34.5,-4.5,9,1,9.1,NA,0
Apr-76,1209,4,1,3,NA,5,1,0,-1,76,2,2,SZ,10,48,R,BH,F,FL,3,1,0,34.5,4.5,35.5,-6.5,-34.5,-4.5,-35.5,6.5,-1,11,11,NA,0
Apr-77,1210,4,1,3,NA,5,1,0,-1,77,3,3,SZ,48,10,R,F,F,F,3,1,0,35.5,-6.5,33.5,6.5,-35.5,6.5,-33.5,-6.5,2,-13,13.2,NA,0
Apr-78,1211,4,1,3,NA,5,1,0,-1,78,4,4,SZ,10,6,R,F,F,F,2,0,1,33.5,6.5,-32.5,-1.5,-33.5,-6.5,32.5,1.5,66,8,66.5,NA,0
Apr-79,1212,4,3,1,NA,5,2,1,1,79,5,1,S,77,70,R,F,F,F,1,1,0,-32.5,-1.5,-25.5,-16.5,-32.5,-1.5,-25.5,-16.5,7,-15,16.6,NA,0
Apr-80,1213,4,3,1,NA,5,2,1,1,80,6,2,S,70,11,R,BH,F,F,2,1,0,-25.5,-16.5,-25.5,-3.5,-25.5,-16.5,-25.5,-3.5,0,13,13,NA,0
Apr-81,1214,4,3,1,NA,5,2,1,1,81,7,3,S,11,33,R,F,F,F,3,1,0,-25.5,-3.5,-14.5,-9.5,-25.5,-3.5,-14.5,-9.5,11,-6,12.5,NA,0
Apr-82,1215,4,3,1,NA,5,2,1,1,82,8,4,S,33,3,R,F,F,F,7,1,0,-14.5,-9.5,-10.5,8.5,-14.5,-9.5,-10.5,8.5,4,18,18.4,NA,0
Apr-83,1216,4,3,1,NA,5,2,1,1,83,9,5,S,3,2,R,F,OI,F,3,1,0,-10.5,8.5,-2.5,16.5,-10.5,8.5,-2.5,16.5,8,8,11.3,NA,0
Apr-84,1217,4,3,1,NA,5,2,1,1,84,10,6,S,2,3,R,BH,F,F,2,1,0,-2.5,16.5,-6.5,16.5,-2.5,16.5,-6.5,16.5,-4,0,4,NA,0
Apr-85,1218,4,3,1,NA,5,2,1,1,85,11,7,S,3,2,R,BH,F,F,1,1,0,-6.5,16.5,-10.5,10.5,-6.5,16.5,-10.5,10.5,-4,-6,7.2,NA,0
Apr-86,1219,4,3,1,NA,5,2,1,1,86,12,8,S,2,3,R,F,F,F,1,1,0,-10.5,10.5,-0.5,13.5,-10.5,10.5,-0.5,13.5,10,3,10.4,NA,0
Apr-87,1220,4,3,1,NA,5,2,1,1,87,13,9,S,3,70,R,F,OI,F,3,1,0,-0.5,13.5,16.5,-11.5,-0.5,13.5,16.5,-11.5,17,-25,30.2,NA,0
Apr-88,1221,4,3,1,NA,5,2,1,1,88,14,10,S,70,1,R,F,F,F,2,1,0,16.5,-11.5,27.5,-18.5,16.5,-11.5,27.5,-18.5,11,-7,13,NA,0
Apr-89,1222,4,3,1,NA,5,2,1,1,89,15,11,S,1,2,L,F,F,F,3,1,0,27.5,-18.5,14.5,-13.5,27.5,-18.5,14.5,-13.5,-13,5,13.9,NA,0
Apr-90,1223,4,3,1,NA,5,2,1,1,90,16,12,S,2,70,R,BH,F,F,1,1,0,14.5,-13.5,18.5,10.5,14.5,-13.5,18.5,10.5,4,24,24.3,NA,0
Apr-91,1224,4,3,1,NA,5,2,1,1,91,17,13,S,70,11,R,F,F,F,3,1,0,18.5,10.5,25.5,-5.5,18.5,10.5,25.5,-5.5,7,-16,17.5,NA,0
Apr-92,1225,4,3,1,NA,5,2,1,1,92,18,14,S,11,70,R,BH,F,F,4,1,0,25.5,-5.5,20.5,8.5,25.5,-5.5,20.5,8.5,-5,14,14.9,NA,0
Apr-93,1226,4,3,1,NA,5,2,1,1,93,19,15,S,70,77,R,F,F,F,2,1,0,20.5,8.5,34.5,-4.5,20.5,8.5,34.5,-4.5,14,-13,19.1,NA,0
Apr-94,1227,4,3,1,NA,5,2,1,1,94,20,16,S,77,11,R,BH,F,F,7,1,0,34.5,-4.5,24.5,-4.5,34.5,-4.5,24.5,-4.5,-10,0,10,NA,0
Apr-95,1228,4,3,1,NA,5,2,1,1,95,21,17,S,11,2,R,BH,F,F,1,1,0,24.5,-4.5,26.5,13.5,24.5,-4.5,26.5,13.5,2,18,18.1,NA,0
Apr-96,1229,4,3,1,NA,5,2,1,1,96,22,18,S,2,11,L,BH,F,F,6,1,0,26.5,13.5,32.5,3.5,26.5,13.5,32.5,3.5,6,-10,11.7,NA,0
Apr-97,1230,4,4,1,NA,5,2,1,1,97,23,19,S,11,3,R,F,F,F,2,1,0,32.5,3.5,38.5,2.5,32.5,3.5,38.5,2.5,6,-1,6.1,NA,1
Apr-98,1232,4,1,4,NA,6,1,0,1,98,1,1,SZ,99,10,R,BH,F,NA,0,1,0,-35.5,-13.5,-37.5,-4.5,-35.5,-13.5,-37.5,-4.5,-2,9,9.2,NA,0
Apr-99,1233,4,1,4,NA,6,1,0,1,99,2,2,SZ,10,99,R,BH,F,F,2,1,0,-37.5,-4.5,-43.5,2.5,-37.5,-4.5,-43.5,2.5,-6,7,9.2,NA,0
4-100,1234,4,1,4,NA,6,1,0,1,100,3,3,SZ,99,10,L,BH,F,F,5,1,0,-43.5,2.5,-35.5,0.5,-43.5,2.5,-35.5,0.5,8,-2,8.2,NA,0
4-101,1235,4,1,4,NA,6,1,0,1,101,4,4,SZ,10,49,R,F,F,F,1,1,0,-35.5,0.5,-31.5,-15.5,-35.5,0.5,-31.5,-15.5,4,-16,16.5,NA,0
4-102,1236,4,1,4,NA,6,1,0,1,102,5,5,SZ,49,10,L,F,F,F,2,1,0,-31.5,-15.5,-34.5,-0.5,-31.5,-15.5,-34.5,-0.5,-3,15,15.3,NA,0
4-103,1237,4,1,4,NA,6,1,0,1,103,6,6,SZ,10,99,R,BH,F,F,1,1,0,-34.5,-0.5,-32.5,15.5,-34.5,-0.5,-32.5,15.5,2,16,16.1,NA,0
4-104,1238,4,1,4,NA,6,1,0,1,104,7,7,SZ,99,49,R,F,F,F,9,1,1,-32.5,15.5,-23.5,10.5,-32.5,15.5,-23.5,10.5,9,-5,10.3,NA,0
4-105,1239,4,1,4,NA,6,1,0,1,105,8,8,SZ,49,41,L,F,F,NA,0,1,0,-23.5,10.5,-12.5,17.5,-23.5,10.5,-12.5,17.5,11,7,13,NA,0
4-106,1240,4,1,4,NA,6,1,0,1,106,9,9,SZ,41,1,R,F,F,F,6,1,0,-12.5,17.5,3.5,18.5,-12.5,17.5,3.5,18.5,16,1,16,NA,0
4-107,1241,4,1,4,NA,6,1,0,1,107,10,10,SZ,1,10,R,BH,OI,F,4,1,0,3.5,18.5,17.5,17.5,3.5,18.5,17.5,17.5,14,-1,14,NA,0
4-108,1242,4,1,4,NA,6,1,0,1,108,11,11,SZ,10,99,R,F,F,F,5,1,0,17.5,17.5,10.5,9.5,17.5,17.5,10.5,9.5,-7,-8,10.6,NA,0
4-109,1243,4,1,4,NA,6,1,0,1,109,12,12,SZ,99,49,R,F,F,F,3,1,0,10.5,9.5,17.5,-9.5,10.5,9.5,17.5,-9.5,7,-19,20.2,NA,0
4-110,1244,4,1,4,NA,6,1,0,1,110,13,13,SZ,49,10,L,BH,F,F,4,1,0,17.5,-9.5,24.5,-15.5,17.5,-9.5,24.5,-15.5,7,-6,9.2,NA,0
4-111,1245,4,1,4,NA,6,1,0,1,111,14,14,SZ,10,71,R,BH,F,F,4,1,0,24.5,-15.5,22.5,0.5,24.5,-15.5,22.5,0.5,-2,16,16.1,NA,0
4-112,1246,4,1,4,NA,6,1,0,1,112,15,15,SZ,71,10,R,BH,F,F,3,1,0,22.5,0.5,18.5,1.5,22.5,0.5,18.5,1.5,-4,1,4.1,NA,0
4-113,1247,4,1,4,NA,6,1,0,1,113,16,16,SZ,10,99,R,BH,F,F,3,1,0,18.5,1.5,15.5,-2.5,18.5,1.5,15.5,-2.5,-3,-4,5,NA,0
4-114,1248,4,1,4,NA,6,1,0,1,114,17,17,SZ,99,10,R,BH,F,F,2,1,0,15.5,-2.5,15.5,-11.5,15.5,-2.5,15.5,-11.5,0,-9,9,NA,0
4-115,1249,4,1,4,NA,6,1,0,1,115,18,18,SZ,10,99,R,F,F,F,1,1,0,15.5,-11.5,24.5,-5.5,15.5,-11.5,24.5,-5.5,9,6,10.8,NA,0
4-116,1250,4,1,4,NA,6,1,0,1,116,19,19,SZ,99,8,R,BH,F,F,3,1,0,24.5,-5.5,21.5,13.5,24.5,-5.5,21.5,13.5,-3,19,19.2,NA,0
4-117,1251,4,1,4,NA,6,1,0,1,117,20,20,SZ,8,99,R,F,F,F,2,1,0,21.5,13.5,20.5,1.5,21.5,13.5,20.5,1.5,-1,-12,12,NA,0
4-118,1252,4,1,4,NA,6,1,0,1,118,21,21,SZ,99,10,R,BH,F,F,1,1,0,20.5,1.5,20.5,-8.5,20.5,1.5,20.5,-8.5,0,-10,10,NA,0
4-119,1253,4,1,4,NA,6,1,0,1,119,22,22,SZ,10,99,R,BH,F,F,1,1,0,20.5,-8.5,34.5,-16.5,20.5,-8.5,34.5,-16.5,14,-8,16.1,NA,0
4-120,1254,4,1,4,NA,6,1,0,1,120,23,23,SZ,99,10,R,BH,OI,F,2,1,0,34.5,-16.5,30.5,-9.5,34.5,-16.5,30.5,-9.5,-4,7,8.1,NA,0
4-121,1255,4,1,4,NA,6,1,0,1,121,24,24,SZ,10,1,R,BH,OI,NA,0,0,1,30.5,-9.5,35.5,5.5,30.5,-9.5,35.5,5.5,5,15,15.8,NA,0
4-122,1256,4,4,1,NA,6,2,1,-1,122,25,1,S,11,24,R,F,F,F,3,1,0,29.5,19.5,11.5,19.5,-29.5,-19.5,-11.5,-19.5,18,0,18,NA,0
4-123,1257,4,4,1,NA,6,2,1,-1,123,26,2,S,24,77,R,F,OI,F,8,1,0,11.5,19.5,-34.5,18.5,-11.5,-19.5,34.5,-18.5,46,1,46,NA,0
4-124,1258,4,4,1,NA,6,2,1,-1,124,27,3,S,77,6,R,BH,F,FL,3,1,0,-34.5,18.5,-33.5,12.5,34.5,-18.5,33.5,-12.5,-1,6,6.1,NA,0
4-125,1259,4,5,1,NA,6,2,1,-1,125,28,4,S,6,28,R,F,F,F,3,1,0,-33.5,12.5,-36.5,16.5,33.5,-12.5,36.5,-16.5,3,-4,5,NA,1
4-126,1261,4,1,5,NA,7,1,0,-1,126,1,1,SZ,99,42,R,BH,F,NA,0,1,0,44.5,5.5,40.5,-1.5,-44.5,-5.5,-40.5,1.5,4,7,8.1,NA,0
4-127,1262,4,1,5,NA,7,1,0,-1,127,2,2,SZ,42,13,R,BH,F,FL,2,1,0,40.5,-1.5,36.5,-15.5,-40.5,1.5,-36.5,15.5,4,14,14.6,NA,0
4-128,1263,4,1,5,NA,7,1,0,-1,128,3,3,SZ,13,42,R,F,F,FL,2,1,0,36.5,-15.5,40.5,-3.5,-36.5,15.5,-40.5,3.5,-4,-12,12.6,NA,0
4-129,1264,4,1,5,NA,7,1,0,-1,129,4,4,SZ,42,2,R,F,F,FL,2,1,0,40.5,-3.5,20.5,18.5,-40.5,3.5,-20.5,-18.5,20,-22,29.7,NA,0
4-130,1265,4,1,5,NA,7,1,0,-1,130,5,5,SZ,2,42,R,BH,F,B,1,1,0,20.5,18.5,16.5,10.5,-20.5,-18.5,-16.5,-10.5,4,8,8.9,NA,0
4-131,1266,4,1,5,NA,7,1,0,-1,131,6,6,SZ,42,3,R,BH,F,B,3,1,0,16.5,10.5,9.5,4.5,-16.5,-10.5,-9.5,-4.5,7,6,9.2,NA,0
4-132,1267,4,1,5,NA,7,1,0,-1,132,7,7,SZ,3,42,R,BH,F,FL,2,1,0,9.5,4.5,14.5,-1.5,-9.5,-4.5,-14.5,1.5,-5,6,7.8,NA,0
4-133,1268,4,1,5,NA,7,1,0,-1,133,8,8,SZ,42,33,R,BH,F,FL,3,1,0,14.5,-1.5,6.5,-9.5,-14.5,1.5,-6.5,9.5,8,8,11.3,NA,0
4-134,1269,4,1,5,NA,7,1,0,-1,134,9,9,SZ,33,13,R,BH,F,FL,1,1,0,6.5,-9.5,15.5,-16.5,-6.5,9.5,-15.5,16.5,-9,7,11.4,NA,0
4-135,1270,4,1,5,NA,7,1,0,-1,135,10,10,SZ,13,42,R,BH,F,FL,1,1,0,15.5,-16.5,14.5,-0.5,-15.5,16.5,-14.5,0.5,1,-16,16,NA,0
4-136,1271,4,1,5,NA,7,1,0,-1,136,11,11,SZ,42,13,R,BH,F,FL,3,1,0,14.5,-0.5,14.5,-13.5,-14.5,0.5,-14.5,13.5,0,13,13,NA,0
4-137,1272,4,1,5,NA,7,1,0,-1,137,12,12,SZ,13,99,R,BH,F,FL,3,1,0,14.5,-13.5,2.5,-17.5,-14.5,13.5,-2.5,17.5,12,4,12.6,NA,0
4-138,1273,4,1,5,NA,7,1,0,-1,138,13,13,SZ,99,2,R,F,F,NA,0,1,0,2.5,-17.5,9.5,8.5,-2.5,17.5,-9.5,-8.5,-7,-26,26.9,NA,0
4-139,1274,4,1,5,NA,7,1,0,-1,139,14,14,SZ,2,42,R,BH,F,B,2,1,0,9.5,8.5,10.5,-5.5,-9.5,-8.5,-10.5,5.5,-1,14,14,NA,0
4-140,1275,4,1,5,NA,7,1,0,-1,140,15,15,SZ,42,3,R,F,F,F,2,0,1,10.5,-5.5,-19.5,8.5,-10.5,5.5,19.5,-8.5,30,-14,33.1,NA,0
4-141,1276,4,5,1,NA,7,2,1,1,141,16,1,S,1,70,L,BH,F,F,2,1,0,-19.5,8.5,-15.5,-6.5,-19.5,8.5,-15.5,-6.5,4,-15,15.5,NA,0
4-142,1277,4,6,1,NA,7,2,1,1,142,17,2,S,70,33,R,F,OI,F,3,1,0,-15.5,-6.5,52.5,-5.5,-15.5,-6.5,52.5,-5.5,68,1,68,NA,1
4-143,1279,4,1,6,NA,8,1,0,1,143,1,1,SZ,21,10,R,BH,F,NA,0,1,0,-33.5,6.5,-33.5,-3.5,-33.5,6.5,-33.5,-3.5,0,-10,10,NA,0
4-144,1280,4,1,6,NA,8,1,0,1,144,2,2,SZ,10,71,R,F,F,F,1,1,0,-33.5,-3.5,-22.5,-18.5,-33.5,-3.5,-22.5,-18.5,11,-15,18.6,NA,0
4-145,1281,4,1,6,NA,8,1,0,1,145,3,3,SZ,71,21,R,BH,F,B,4,1,0,-22.5,-18.5,-28.5,-8.5,-22.5,-18.5,-28.5,-8.5,-6,10,11.7,NA,0
4-146,1282,4,1,6,NA,8,1,0,1,146,4,4,SZ,21,48,R,BH,IO,B,5,0,1,-28.5,-8.5,-11.5,-8.5,-28.5,-8.5,-11.5,-8.5,17,0,17,NA,0
4-147,1283,4,6,1,NA,8,2,0,-1,147,5,1,S,3,77,R,BH,F,NA,0,1,0,-11.5,-8.5,-8.5,2.5,11.5,8.5,8.5,-2.5,-3,-11,11.4,NA,0
4-148,1284,4,6,1,NA,8,2,0,-1,148,6,2,S,77,35,R,F,IO,F,5,1,0,-8.5,2.5,-17.5,-5.5,8.5,-2.5,17.5,5.5,9,8,12,NA,0
4-149,1285,4,6,1,NA,8,2,0,-1,149,7,3,S,35,11,R,BH,OI,F,4,1,0,-17.5,-5.5,-25.5,-19.5,17.5,5.5,25.5,19.5,8,14,16.1,NA,0
4-150,1286,4,6,1,NA,8,2,0,-1,150,8,4,S,11,35,R,F,F,F,4,1,0,-25.5,-19.5,-23.5,-2.5,25.5,19.5,23.5,2.5,-2,-17,17.1,NA,0
4-151,1287,4,6,1,NA,8,2,0,-1,151,9,5,S,35,3,R,F,F,F,3,0,1,-23.5,-2.5,-34.5,-9.5,23.5,2.5,34.5,9.5,11,7,13,NA,0
4-152,1288,4,1,6,NA,8,3,0,1,152,10,1,SZ,48,10,R,BH,F,B,5,1,0,-34.5,-9.5,-28.5,-7.5,-34.5,-9.5,-28.5,-7.5,6,2,6.3,NA,0
4-153,1289,4,1,6,NA,8,3,0,1,153,11,2,SZ,10,71,R,F,F,NA,0,1,0,-28.5,-7.5,-22.5,-13.5,-28.5,-7.5,-22.5,-13.5,6,-6,8.5,NA,0
4-154,1290,4,1,6,NA,8,3,0,1,154,12,3,SZ,71,10,R,BH,F,B,5,1,0,-22.5,-13.5,-22.5,2.5,-22.5,-13.5,-22.5,2.5,0,16,16,NA,0
4-155,1291,4,1,6,NA,8,3,0,1,155,13,4,SZ,10,21,R,BH,F,F,1,1,0,-22.5,2.5,-16.5,19.5,-22.5,2.5,-16.5,19.5,6,17,18,NA,0
4-156,1292,4,1,6,NA,8,3,0,1,156,14,5,SZ,21,10,R,F,OI,F,9,0,1,-16.5,19.5,36.5,-0.5,-16.5,19.5,36.5,-0.5,53,-20,56.6,NA,0
4-157,1293,4,6,1,NA,8,4,0,-1,157,15,1,S,27,77,R,BH,F,FL,1,1,0,34.5,-0.5,23.5,-8.5,-34.5,0.5,-23.5,8.5,11,8,13.6,NA,0
4-158,1294,4,6,1,NA,8,4,0,-1,158,16,2,S,77,35,R,BH,OI,F,3,0,1,23.5,-8.5,17.5,-16.5,-23.5,8.5,-17.5,16.5,6,8,10,NA,0
4-159,1295,4,2,6,2-Jun,8,5,1,1,159,17,1,SZ,71,4,R,H,NA,F,1,1,1,17.5,-16.5,41.5,14.5,17.5,-16.5,41.5,14.5,24,31,39.2,NA,1
4-160,1297,4,6,2,NA,9,1,0,1,160,1,1,S,23,8,R,BH,F,NA,0,1,0,-37.5,-16.5,-34.5,-2.5,-37.5,-16.5,-34.5,-2.5,3,14,14.3,NA,0
4-161,1298,4,6,2,NA,9,1,0,1,161,2,2,S,8,23,L,BH,F,F,8,1,0,-34.5,-2.5,-27.5,-13.5,-34.5,-2.5,-27.5,-13.5,7,-11,13,NA,0
4-162,1299,4,6,2,NA,9,1,0,1,162,3,3,S,23,7,R,BH,F,F,7,1,0,-27.5,-13.5,-31.5,0.5,-27.5,-13.5,-31.5,0.5,-4,14,14.6,NA,0
4-163,1300,4,6,2,NA,9,1,0,1,163,4,4,S,7,0,R,BH,F,FL,1,1,0,-31.5,0.5,-16.5,18.5,-31.5,0.5,-16.5,18.5,15,18,23.4,NA,0
4-164,1301,4,6,2,NA,9,1,0,1,164,5,5,S,0,33,R,F,F,F,3,1,0,-16.5,18.5,2.5,13.5,-16.5,18.5,2.5,13.5,19,-5,19.6,NA,0
4-165,1302,4,6,2,NA,9,1,0,1,165,6,6,S,33,8,R,F,F,F,2,0,1,2.5,13.5,13.5,17.5,2.5,13.5,13.5,17.5,11,4,11.7,NA,0
4-166,1303,4,2,6,NA,9,2,1,-1,166,7,1,SZ,99,23,R,F,F,F,3,1,0,13.5,17.5,2.5,18.5,-13.5,-17.5,-2.5,-18.5,11,-1,11,NA,0
4-167,1304,4,3,6,3-Jun,9,2,1,-1,167,8,2,SZ,23,2,R,F,F,F,4,1,0,2.5,18.5,-50.5,-11.5,-2.5,-18.5,50.5,11.5,53,30,60.9,NA,1
4-168,1306,4,6,3,NA,10,1,0,-1,168,1,1,S,23,8,R,BH,F,NA,0,1,0,41.5,12.5,34.5,6.5,-41.5,-12.5,-34.5,-6.5,7,6,9.2,NA,0
4-169,1307,4,6,3,NA,10,1,0,-1,169,2,2,S,8,35,R,F,IO,F,4,1,0,34.5,6.5,25.5,0.5,-34.5,-6.5,-25.5,-0.5,9,6,10.8,NA,0
4-170,1308,4,6,3,NA,10,1,0,-1,170,3,3,S,35,23,R,BH,F,FL,1,1,0,25.5,0.5,29.5,-7.5,-25.5,-0.5,-29.5,7.5,-4,8,8.9,NA,0
4-171,1309,4,6,3,NA,10,1,0,-1,171,4,4,S,23,6,R,BH,F,NA,0,1,0,29.5,-7.5,23.5,-18.5,-29.5,7.5,-23.5,18.5,6,11,12.5,NA,0
4-172,1310,4,6,3,NA,10,1,0,-1,172,5,5,S,6,0,R,BH,F,FL,1,0,1,23.5,-18.5,-40.5,-4.5,-23.5,18.5,40.5,4.5,64,-14,65.5,NA,0
