,Xdist,Ydist,backhand,forehand,hammer,completion
1331,8.0,2.0,1,0,0,1.0
1332,61.0,12.0,0,1,0,0.0
1333,8.0,14.0,1,0,0,1.0
1334,15.0,-6.0,0,1,0,1.0
1335,45.0,7.0,1,0,0,0.0
1336,1.0,30.0,1,0,0,0.0
1337,14.0,11.0,1,0,0,1.0
1338,0.0,-11.0,1,0,0,1.0
1339,13.0,-1.0,1,0,0,1.0
1340,4.0,4.0,1,0,0,1.0
1341,13.0,-6.0,0,1,0,0.0
1342,5.0,-1.0,0,1,0,1.0
1343,14.0,1.0,0,1,0,1.0
1344,10.0,0.0,0,1,0,1.0
1345,-1.0,-21.0,0,1,0,1.0
1346,10.0,-16.0,0,1,0,1.0
1347,20.0,2.0,1,0,0,1.0
1348,0.0,10.0,1,0,0,1.0
1349,11.0,-10.0,0,1,0,1.0
1350,-2.0,5.0,1,0,0,1.0
1351,13.0,29.0,1,0,0,1.0
1352,10.0,22.0,1,0,0,1.0
1353,17.0,8.0,1,0,0,1.0
1354,-9.0,-4.0,0,1,0,1.0
1355,-1.0,-18.0,0,1,0,1.0
1356,7.0,9.0,0,1,0,1.0
1357,4.0,9.0,1,0,0,1.0
1358,-6.0,-16.0,0,1,0,1.0
1359,13.0,-18.0,0,1,0,1.0
1360,10.0,6.0,0,1,0,1.0
1361,-8.0,6.0,1,0,0,1.0
1362,2.0,25.0,1,0,0,1.0
1363,10.0,-5.0,0,1,0,1.0
1364,-8.0,-11.0,0,1,0,1.0
1365,10.0,-20.0,0,1,0,1.0
1366,-9.0,6.0,1,0,0,1.0
1367,4.0,18.0,1,0,0,1.0
1368,-7.0,3.0,1,0,0,1.0
1369,18.0,4.0,0,1,0,1.0
1370,3.0,6.0,1,0,0,1.0
1371,22.0,-3.0,1,0,0,0.0
1372,0.0,15.0,1,0,0,1.0
1373,3.0,15.0,1,0,0,1.0
1374,66.0,7.0,0,1,0,0.0
1375,10.0,9.0,0,1,0,1.0
1376,61.0,-2.0,0,1,0,1.0
1377,6.0,1.0,1,0,0,1.0
1378,13.0,-5.0,0,1,0,1.0
1379,6.0,0.0,1,0,0,1.0
1380,51.0,6.0,0,1,0,1.0
1381,11.0,3.0,1,0,0,1.0
1382,-3.0,-4.0,1,0,0,1.0
1383,18.0,-4.0,1,0,0,1.0
1384,10.0,-7.0,0,1,0,1.0
1385,-8.0,5.0,1,0,0,1.0
1386,14.0,12.0,0,1,0,0.0
1387,7.0,7.0,1,0,0,1.0
1388,-4.0,-4.0,1,0,0,1.0
1389,1.0,20.0,1,0,0,1.0
1390,-6.0,-11.0,1,0,0,1.0
1391,7.0,-16.0,0,1,0,1.0
1392,40.0,-2.0,0,1,0,1.0
1393,11.0,-14.0,1,0,0,1.0
1394,15.0,-16.0,0,1,0,1.0
1395,12.0,-2.0,0,1,0,1.0
1396,-8.0,11.0,1,0,0,1.0
1397,-6.0,18.0,1,0,0,1.0
1398,65.0,-21.0,0,1,0,1.0
1399,18.0,-18.0,0,1,0,1.0
1400,0.0,22.0,1,0,0,1.0
1401,52.0,-4.0,0,0,1,1.0
1402,-10.0,3.0,1,0,0,1.0
1403,12.0,-4.0,0,1,0,1.0
1404,3.0,-14.0,1,0,0,1.0
1405,-7.0,13.0,1,0,0,1.0
1406,9.0,13.0,1,0,0,1.0
1407,-10.0,-8.0,1,0,0,1.0
1408,20.0,-7.0,0,1,0,1.0
1409,10.0,-8.0,1,0,0,1.0
1410,10.0,-6.0,0,1,0,1.0
1411,-5.0,4.0,1,0,0,1.0
1412,8.0,24.0,1,0,0,1.0
1413,10.0,8.0,1,0,0,1.0
1414,12.0,-37.0,0,1,0,1.0
1415,9.0,5.0,1,0,0,1.0
1416,6.0,11.0,0,1,0,1.0
1417,-7.0,-25.0,0,1,0,1.0
1418,-3.0,9.0,1,0,0,1.0
1419,-4.0,13.0,1,0,0,1.0
1420,4.0,6.0,1,0,0,1.0
1421,9.0,2.0,0,1,0,1.0
1422,13.0,-16.0,0,1,0,1.0
1423,2.0,11.0,0,0,0,1.0
1424,10.0,5.0,0,1,0,1.0
1425,-6.0,-16.0,0,1,0,1.0
1426,10.0,-17.0,0,1,0,1.0
1427,19.0,-4.0,0,1,0,1.0
1428,12.0,1.0,0,1,0,1.0
1429,8.0,3.0,0,1,0,1.0
1430,2.0,8.0,1,0,0,1.0
1431,3.0,-19.0,0,1,0,1.0
1432,-2.0,14.0,1,0,0,1.0
1433,13.0,-9.0,0,1,0,1.0
1434,5.0,-6.0,0,1,0,1.0
1435,-4.0,18.0,1,0,0,1.0
1436,3.0,17.0,1,0,0,1.0
1437,12.0,0.0,0,1,0,1.0
1438,13.0,-1.0,1,0,0,1.0
1439,-7.0,-8.0,0,1,0,1.0
1440,11.0,3.0,0,1,0,1.0
1441,13.0,7.0,1,0,0,1.0
1442,-5.0,-4.0,0,1,0,1.0
1443,0.0,-12.0,1,0,0,1.0
1444,4.0,14.0,1,0,0,1.0
1445,-4.0,-9.0,0,1,0,1.0
1446,4.0,-16.0,1,0,0,1.0
1447,-6.0,1.0,1,0,0,1.0
1448,3.0,-8.0,1,0,0,1.0
1449,14.0,4.0,0,1,0,1.0
1450,4.0,15.0,1,0,0,1.0
1451,13.0,5.0,0,1,0,1.0
1452,7.0,-14.0,0,1,0,1.0
1453,-8.0,-14.0,0,1,0,1.0
1454,11.0,12.0,1,0,0,1.0
1455,0.0,15.0,1,0,0,1.0
1456,-9.0,-14.0,1,0,0,1.0
1457,8.0,-17.0,1,0,0,1.0
1458,-2.0,15.0,1,0,0,1.0
1459,-4.0,4.0,1,0,0,1.0
1460,13.0,11.0,0,1,0,1.0
1461,5.0,-7.0,1,0,0,0.0
1462,7.0,4.0,1,0,0,1.0
1463,-3.0,16.0,1,0,0,1.0
1464,11.0,-21.0,0,1,0,1.0
1465,6.0,-4.0,1,0,0,1.0
1466,2.0,10.0,0,1,0,1.0
1467,8.0,17.0,1,0,0,1.0
1468,-8.0,-10.0,1,0,0,1.0
1469,8.0,-15.0,0,1,0,1.0
1470,7.0,6.0,1,0,0,1.0
1471,17.0,4.0,1,0,0,1.0
1472,-6.0,-12.0,0,1,0,1.0
1473,6.0,-21.0,0,1,0,1.0
1474,-5.0,12.0,1,0,0,1.0
1475,9.0,16.0,1,0,0,1.0
1476,5.0,-17.0,0,1,0,1.0
1477,-6.0,6.0,1,0,0,1.0
1478,-6.0,3.0,1,0,0,1.0
1479,-1.0,12.0,1,0,0,1.0
1480,20.0,0.0,1,0,0,1.0
1481,-8.0,-15.0,0,1,0,1.0
1482,1.0,-13.0,0,1,0,1.0
1483,21.0,-9.0,0,1,0,1.0
1484,28.0,0.0,0,1,0,1.0
1485,7.0,-2.0,1,0,0,1.0
1486,1.0,21.0,1,0,0,1.0
1487,7.0,-18.0,0,1,0,1.0
1488,17.0,0.0,0,1,0,1.0
1489,-1.0,-13.0,1,0,0,1.0
1490,12.0,-1.0,1,0,0,1.0
1491,16.0,-3.0,0,1,0,1.0
1492,10.0,0.0,0,1,0,1.0
1493,-5.0,8.0,0,1,0,1.0
1494,0.0,20.0,1,0,0,1.0
1495,-3.0,-1.0,1,0,0,1.0
1496,-1.0,-7.0,0,1,0,1.0
1497,15.0,-14.0,0,1,0,1.0
1498,9.0,-3.0,1,0,0,1.0
1499,-2.0,16.0,1,0,0,1.0
1500,8.0,4.0,1,0,0,1.0
1501,15.0,2.0,0,1,0,1.0
1502,55.0,-2.0,1,0,0,0.0
1503,14.0,-2.0,0,1,0,1.0
1504,5.0,-5.0,0,1,0,1.0
1505,-11.0,8.0,1,0,0,1.0
1506,11.0,-8.0,0,1,0,1.0
1507,-9.0,12.0,1,0,0,1.0
1508,7.0,-4.0,1,0,0,0.0
1509,7.0,8.0,0,1,0,1.0
1510,-9.0,-11.0,0,1,0,1.0
1511,2.0,-20.0,1,0,0,1.0
1512,23.0,-8.0,0,1,0,1.0
1513,6.0,5.0,1,0,0,1.0
1514,0.0,6.0,1,0,0,1.0
1515,0.0,-7.0,0,1,0,1.0
1516,4.0,7.0,1,0,0,1.0
1517,-1.0,-8.0,0,1,0,1.0
1518,11.0,-20.0,0,1,0,1.0
1519,-12.0,4.0,1,0,0,1.0
1520,34.0,31.0,0,0,1,1.0
1521,11.0,1.0,1,0,0,1.0
1522,9.0,2.0,1,0,0,1.0
1523,-10.0,-20.0,0,0,0,1.0
1524,10.0,7.0,1,0,0,0.0
1525,5.0,12.0,1,0,0,1.0
1526,-1.0,15.0,1,0,0,1.0
1527,4.0,-22.0,0,1,0,1.0
1528,-3.0,15.0,1,0,0,1.0
1529,9.0,-19.0,0,1,0,1.0
1530,-2.0,15.0,1,0,0,1.0
1531,7.0,13.0,1,0,0,1.0
1532,19.0,2.0,0,1,0,1.0
1533,39.0,2.0,1,0,0,0.0
1534,69.0,9.0,0,1,0,1.0
1535,17.0,2.0,0,1,0,1.0
1536,-11.0,5.0,1,0,0,1.0
1537,16.0,8.0,0,0,0,1.0
1538,18.0,4.0,0,1,0,1.0
1539,10.0,-5.0,0,1,0,1.0
1540,23.0,-5.0,1,0,0,0.0
1541,39.0,13.0,0,1,0,0.0
1542,6.0,-16.0,0,1,0,1.0
1543,18.0,-3.0,0,1,0,1.0
1544,28.0,8.0,1,0,0,0.0
1545,0.0,-3.0,1,0,0,1.0
1546,-1.0,-13.0,0,1,0,1.0
1547,12.0,-11.0,0,1,0,1.0
1548,8.0,-2.0,0,1,0,1.0
1549,72.0,14.0,0,1,0,0.0
1550,12.0,-6.0,1,0,0,1.0
1551,15.0,-7.0,0,1,0,1.0
1552,2.0,16.0,1,0,0,1.0
1553,6.0,10.0,0,1,0,1.0
1554,22.0,-2.0,0,1,0,1.0
1555,7.0,-3.0,0,1,0,1.0
1556,5.0,1.0,0,1,0,1.0
1557,-5.0,-4.0,1,0,0,1.0
1558,0.0,6.0,1,0,0,1.0
1559,-6.0,-17.0,0,1,0,1.0
1560,11.0,11.0,1,0,0,1.0
1561,-4.0,-7.0,1,0,0,1.0
1562,6.0,-17.0,0,1,0,1.0
1563,12.0,-5.0,0,1,0,1.0
1564,13.0,1.0,0,1,0,1.0
1565,8.0,-7.0,0,1,0,1.0
1566,9.0,-5.0,0,1,0,1.0
1567,3.0,-2.0,1,0,0,1.0
1568,-4.0,10.0,1,0,0,1.0
1569,0.0,-8.0,1,0,0,1.0
1570,9.0,5.0,0,1,0,0.0
1571,3.0,6.0,1,0,0,1.0
1572,-3.0,-27.0,0,0,0,1.0
1573,5.0,-6.0,0,1,0,1.0
1574,7.0,7.0,1,0,0,1.0
1575,9.0,-5.0,1,0,0,1.0
1576,11.0,-6.0,0,1,0,1.0
1577,8.0,7.0,1,0,0,1.0
1578,0.0,15.0,1,0,0,1.0
1579,10.0,13.0,1,0,0,1.0
1580,1.0,-10.0,1,0,0,1.0
1581,5.0,-10.0,0,1,0,1.0
1582,-11.0,0.0,1,0,0,1.0
1583,27.0,-13.0,1,0,0,1.0
1584,1.0,7.0,1,0,0,1.0
1585,16.0,4.0,0,1,0,1.0
1586,10.0,-14.0,0,1,0,1.0
1587,4.0,10.0,1,0,0,1.0
1588,14.0,-14.0,0,1,0,1.0
1589,7.0,7.0,1,0,0,1.0
1590,-4.0,18.0,1,0,0,1.0
1591,17.0,9.0,1,0,0,1.0
1592,13.0,1.0,0,1,0,1.0
1593,16.0,1.0,1,0,0,1.0
1594,11.0,-4.0,1,0,0,1.0
1595,10.0,20.0,1,0,0,1.0
1596,7.0,0.0,1,0,0,1.0
1597,-10.0,-9.0,1,0,0,1.0
1598,0.0,7.0,1,0,0,1.0
1599,-5.0,-7.0,1,0,0,1.0
1600,5.0,-11.0,0,1,0,1.0
1601,2.0,7.0,0,1,0,1.0
1602,-1.0,12.0,1,0,0,1.0
1603,13.0,6.0,1,0,0,1.0
1604,3.0,-13.0,0,1,0,1.0
1605,-2.0,6.0,1,0,0,1.0
1606,0.0,-6.0,1,0,0,1.0
1607,3.0,-13.0,0,1,0,1.0
1608,10.0,13.0,1,0,0,1.0
1609,-9.0,5.0,0,1,0,1.0
1610,-5.0,-19.0,0,1,0,1.0
1611,9.0,-8.0,1,0,0,1.0
1612,20.0,-4.0,0,1,0,1.0
1613,-9.0,13.0,1,0,0,1.0
1614,7.0,22.0,1,0,0,1.0
1615,10.0,3.0,1,0,0,1.0
1616,-10.0,-26.0,0,1,0,1.0
1617,8.0,-8.0,1,0,0,1.0
1618,-3.0,18.0,1,0,0,1.0
1619,14.0,9.0,0,1,0,1.0
1620,19.0,6.0,1,0,0,1.0
1621,11.0,-14.0,1,0,0,1.0
1622,8.0,-10.0,0,1,0,1.0
1623,-4.0,11.0,1,0,0,1.0
1624,4.0,13.0,1,0,0,1.0
1625,-5.0,3.0,1,0,0,1.0
1626,16.0,3.0,1,0,0,1.0
1627,15.0,0.0,1,0,0,1.0
1628,-8.0,-19.0,0,1,0,1.0
1629,8.0,-17.0,0,1,0,1.0
1630,14.0,4.0,0,1,0,1.0
1631,19.0,-5.0,0,1,0,1.0
1632,9.0,-1.0,0,1,0,1.0
1633,14.0,-2.0,1,0,0,1.0
1634,11.0,13.0,1,0,0,0.0
1635,-4.0,12.0,1,0,0,1.0
1636,4.0,14.0,1,0,0,1.0
1637,13.0,12.0,1,0,0,1.0
1638,-11.0,-1.0,1,0,0,1.0
1639,0.0,-9.0,0,1,0,1.0
1640,-2.0,17.0,1,0,0,1.0
1641,6.0,9.0,1,0,0,1.0
1642,52.0,-3.0,1,0,0,1.0
1643,-5.0,-3.0,1,0,0,1.0
1644,8.0,-14.0,0,1,0,1.0
1645,4.0,6.0,1,0,0,1.0
1646,-5.0,3.0,1,0,0,1.0
1647,1.0,8.0,1,0,0,1.0
1648,1.0,-26.0,0,1,0,1.0
1649,-5.0,2.0,1,0,0,1.0
1650,-4.0,12.0,1,0,0,1.0
1651,4.0,6.0,1,0,0,1.0
1652,-1.0,7.0,1,0,0,1.0
1653,-2.0,-8.0,0,1,0,1.0
1654,-1.0,6.0,1,0,0,1.0
1655,8.0,-12.0,0,1,0,1.0
1656,10.0,9.0,1,0,0,1.0
1657,11.0,-14.0,1,0,0,1.0
1658,7.0,-12.0,0,1,0,1.0
1659,-5.0,15.0,1,0,0,1.0
1660,16.0,-13.0,0,1,0,0.0
1661,32.0,-3.0,0,1,0,1.0
1662,7.0,-16.0,0,1,0,1.0
1663,7.0,10.0,1,0,0,1.0
1664,10.0,-10.0,0,1,0,1.0
1665,68.0,15.0,1,0,0,1.0
1666,16.0,6.0,1,0,0,1.0
1667,17.0,-8.0,0,1,0,1.0
1668,11.0,-10.0,0,1,0,1.0
1669,11.0,0.0,0,1,0,1.0
1670,-6.0,15.0,1,0,0,1.0
1671,12.0,-12.0,0,1,0,1.0
1672,7.0,-4.0,0,1,0,1.0
1673,-5.0,28.0,1,0,0,1.0
1674,-2.0,-8.0,0,1,0,1.0
1675,-1.0,-5.0,1,0,0,0.0
1676,9.0,-12.0,0,1,0,1.0
1677,-7.0,16.0,1,0,0,1.0
1678,8.0,-10.0,0,1,0,1.0
1679,12.0,-10.0,0,1,0,1.0
1680,12.0,14.0,1,0,0,1.0
1681,15.0,19.0,1,0,0,1.0
1682,10.0,3.0,1,0,0,1.0
1683,19.0,5.0,1,0,0,1.0
1684,2.0,-14.0,0,1,0,1.0
1685,57.0,10.0,0,0,1,1.0
1686,-4.0,14.0,1,0,0,1.0
1687,16.0,-15.0,1,0,0,1.0
1688,-5.0,-7.0,0,0,0,1.0
1689,6.0,3.0,1,0,0,1.0
1690,9.0,-8.0,1,0,0,1.0
1691,17.0,2.0,0,1,0,1.0
1692,7.0,7.0,1,0,0,1.0
1693,15.0,-7.0,0,1,0,1.0
1694,30.0,3.0,1,0,0,1.0
1695,6.0,9.0,1,0,0,1.0
1696,17.0,2.0,1,0,0,1.0
1697,1.0,-11.0,0,1,0,1.0
1698,10.0,23.0,0,0,1,1.0
1699,-6.0,-7.0,0,1,0,1.0
1700,0.0,-15.0,0,1,0,1.0
1701,7.0,-10.0,0,1,0,1.0
1702,15.0,-1.0,0,1,0,1.0
1703,5.0,6.0,1,0,0,1.0
1704,17.0,-7.0,0,1,0,1.0
1705,14.0,0.0,0,1,0,1.0
1706,12.0,3.0,0,1,0,1.0
1707,14.0,-11.0,1,0,0,1.0
1708,6.0,-7.0,0,1,0,1.0
1709,10.0,-2.0,1,0,0,1.0
1710,-5.0,18.0,0,1,0,1.0
1711,8.0,12.0,1,0,0,1.0
1712,24.0,-1.0,0,1,0,1.0
1713,-9.0,-5.0,1,0,0,1.0
1714,-1.0,-15.0,0,1,0,1.0
1715,14.0,-14.0,0,1,0,1.0
1716,-9.0,16.0,0,1,0,1.0
1717,2.0,11.0,1,0,0,1.0
1718,8.0,-16.0,0,1,0,1.0
1719,7.0,-11.0,0,1,0,1.0
1720,10.0,0.0,1,0,0,1.0
1721,-5.0,5.0,1,0,0,1.0
1722,3.0,-5.0,1,0,0,1.0
1723,-9.0,17.0,1,0,0,1.0
1724,12.0,10.0,0,1,0,1.0
1725,-8.0,-2.0,1,0,0,1.0
1726,-7.0,-1.0,1,0,0,1.0
1727,8.0,12.0,1,0,0,1.0
1728,20.0,1.0,1,0,0,1.0
1729,17.0,-10.0,1,0,0,1.0
1730,12.0,-6.0,0,1,0,1.0
1731,75.0,-2.0,1,0,0,1.0
1732,14.0,2.0,1,0,0,1.0
1733,12.0,10.0,0,1,0,1.0
1734,10.0,-5.0,1,0,0,1.0
1735,10.0,6.0,1,0,0,1.0
1736,13.0,-1.0,1,0,0,1.0
1737,-10.0,-5.0,0,1,0,1.0
1738,5.0,-15.0,0,1,0,1.0
1739,10.0,4.0,1,0,0,1.0
1740,2.0,5.0,1,0,0,1.0
1741,-4.0,-7.0,0,1,0,1.0
1742,2.0,16.0,0,1,0,1.0
1743,11.0,-15.0,1,0,0,1.0
1744,6.0,-10.0,0,1,0,1.0
1745,10.0,18.0,1,0,0,1.0
1746,1.0,-10.0,1,0,0,1.0
1747,14.0,-5.0,1,0,0,1.0
1748,0.0,-2.0,1,0,0,1.0
1749,-2.0,12.0,1,0,0,1.0
1750,5.0,9.0,1,0,0,1.0
1751,2.0,8.0,1,0,0,1.0
1752,8.0,-1.0,0,1,0,1.0
1753,9.0,-5.0,0,1,0,1.0
1754,10.0,-1.0,0,1,0,1.0
1755,11.0,7.0,1,0,0,1.0
1756,22.0,0.0,0,1,0,1.0
1757,-3.0,-8.0,0,1,0,1.0
1758,13.0,-9.0,1,0,0,1.0
1759,9.0,-3.0,1,0,0,1.0
1760,11.0,4.0,0,1,0,1.0
1761,-8.0,13.0,1,0,0,1.0
1762,5.0,14.0,1,0,0,1.0
1763,10.0,5.0,1,0,0,1.0
1764,-8.0,-5.0,0,1,0,1.0
1765,-4.0,1.0,1,0,0,1.0
1766,-13.0,-10.0,0,1,0,1.0
1767,8.0,6.0,1,0,0,1.0
1768,5.0,4.0,1,0,0,1.0
1769,4.0,5.0,1,0,0,1.0
1770,12.0,-5.0,0,1,0,1.0
1771,3.0,5.0,1,0,0,1.0
1772,37.0,0.0,0,1,0,1.0
1773,8.0,4.0,1,0,0,1.0
1774,5.0,12.0,1,0,0,1.0
1775,-11.0,-6.0,0,1,0,1.0
1776,16.0,-12.0,0,1,0,1.0
1777,-10.0,-5.0,1,0,0,1.0
1778,69.0,7.0,0,1,0,1.0
1779,5.0,13.0,1,0,0,1.0
1780,3.0,-13.0,0,1,0,1.0
1781,26.0,-3.0,0,1,0,1.0
1782,56.0,1.0,0,1,0,1.0
1783,19.0,15.0,1,0,0,1.0
1784,8.0,-9.0,0,1,0,1.0
1785,14.0,-8.0,0,1,0,1.0
1786,17.0,-4.0,0,1,0,0.0
1787,-14.0,-16.0,0,1,0,1.0
1788,6.0,-22.0,0,1,0,1.0
1789,8.0,1.0,0,1,0,1.0
1790,-8.0,2.0,0,1,0,1.0
1791,14.0,-2.0,0,1,0,1.0
1792,15.0,-1.0,0,1,0,1.0
1793,5.0,3.0,0,1,0,0.0
1794,-5.0,-6.0,1,0,0,1.0
1795,0.0,-9.0,1,0,0,1.0
1796,6.0,-13.0,1,0,0,1.0
1797,56.0,1.0,0,1,0,0.0
1798,6.0,4.0,1,0,0,0.0
1799,-8.0,6.0,1,0,0,1.0
1800,3.0,-4.0,1,0,0,1.0
1801,-5.0,18.0,1,0,0,1.0
1802,14.0,17.0,1,0,0,1.0
1803,19.0,-1.0,0,1,0,1.0
1804,3.0,15.0,1,0,0,1.0
1805,-8.0,1.0,1,0,0,1.0
1806,-1.0,-8.0,1,0,0,1.0
1807,-6.0,16.0,0,1,0,1.0
1808,9.0,-8.0,0,1,0,1.0
1809,3.0,-8.0,1,0,0,1.0
1810,17.0,-8.0,1,0,0,1.0
1811,18.0,0.0,0,1,0,1.0
1812,22.0,-1.0,1,0,0,1.0
1813,44.0,9.0,0,1,0,1.0
1814,12.0,15.0,1,0,0,1.0
1815,16.0,-11.0,0,1,0,1.0
1816,22.0,13.0,0,1,0,1.0
1817,-4.0,-4.0,1,0,0,1.0
1818,3.0,-8.0,0,1,0,1.0
1819,4.0,-4.0,1,0,0,1.0
1820,9.0,-10.0,0,1,0,1.0
1821,2.0,13.0,1,0,0,1.0
1822,13.0,13.0,0,1,0,1.0
1823,-11.0,-18.0,0,1,0,0.0
1824,-4.0,7.0,1,0,0,1.0
1825,-4.0,-7.0,1,0,0,1.0
1826,0.0,-9.0,0,1,0,1.0
1827,6.0,-2.0,0,1,0,1.0
1828,-4.0,-7.0,1,0,0,1.0
1829,7.0,18.0,1,0,0,0.0
1830,8.0,-11.0,0,1,0,1.0
1831,0.0,21.0,1,0,0,1.0
1832,74.0,-9.0,1,0,0,0.0
1833,-9.0,2.0,1,0,0,1.0
1834,1.0,-5.0,1,0,0,1.0
1835,-7.0,-5.0,1,0,0,1.0
1836,5.0,-7.0,0,1,0,1.0
1837,-10.0,8.0,1,0,0,1.0
1838,14.0,-12.0,0,1,0,1.0
1839,-8.0,13.0,1,0,0,1.0
1840,9.0,12.0,1,0,0,1.0
1841,16.0,3.0,0,1,0,1.0
1842,6.0,-11.0,0,1,0,1.0
1843,15.0,9.0,1,0,0,1.0
1844,62.0,0.0,0,1,0,0.0
1845,9.0,15.0,0,1,0,1.0
1846,-9.0,-4.0,1,0,0,1.0
1847,5.0,-15.0,0,1,0,1.0
1848,3.0,-6.0,0,1,0,1.0
1849,-5.0,8.0,1,0,0,1.0
1850,-2.0,19.0,1,0,0,1.0
1851,6.0,11.0,1,0,0,1.0
1852,-7.0,-5.0,0,1,0,1.0
1853,0.0,-3.0,1,0,0,1.0
1854,10.0,9.0,1,0,0,1.0
1855,23.0,-3.0,0,0,1,1.0
1856,7.0,2.0,1,0,0,1.0
1857,46.0,-25.0,1,0,0,1.0
1858,17.0,4.0,1,0,0,1.0
1859,9.0,-7.0,0,1,0,1.0
1860,-6.0,-12.0,1,0,0,1.0
1861,17.0,-4.0,1,0,0,1.0
1862,-6.0,13.0,1,0,0,1.0
1863,0.0,-7.0,0,1,0,1.0
1864,14.0,11.0,0,1,0,1.0
1865,44.0,8.0,0,1,0,1.0
1866,5.0,9.0,1,0,0,1.0
1867,1.0,9.0,1,0,0,1.0
1868,2.0,-16.0,1,0,0,1.0
1869,10.0,-12.0,0,1,0,1.0
1870,-3.0,13.0,1,0,0,1.0
1871,-2.0,12.0,1,0,0,1.0
1872,-5.0,-11.0,0,1,0,1.0
1873,22.0,-21.0,0,1,0,0.0
1874,8.0,0.0,1,0,0,1.0
1875,-5.0,-11.0,0,1,0,1.0
1876,3.0,-23.0,0,1,0,1.0
1877,6.0,-3.0,0,1,0,0.0
1878,56.0,-15.0,0,1,0,1.0
1879,21.0,-5.0,0,1,0,1.0
1880,10.0,6.0,1,0,0,1.0
1881,8.0,14.0,1,0,0,1.0
1882,13.0,1.0,0,1,0,1.0
1883,12.0,1.0,1,0,0,1.0
1884,-5.0,-15.0,0,1,0,1.0
1885,20.0,-18.0,0,1,0,1.0
1886,-6.0,5.0,1,0,0,1.0
1887,-2.0,9.0,1,0,0,1.0
1888,2.0,-9.0,1,0,0,1.0
1889,2.0,5.0,1,0,0,1.0
1890,1.0,-5.0,1,0,0,1.0
1891,6.0,-6.0,1,0,0,1.0
1892,-2.0,13.0,1,0,0,1.0
1893,12.0,13.0,1,0,0,1.0
1894,-8.0,-27.0,1,0,0,1.0
1895,1.0,13.0,0,1,0,1.0
1896,-2.0,-13.0,1,0,0,1.0
1897,0.0,11.0,1,0,0,1.0
1898,-5.0,-2.0,1,0,0,1.0
1899,0.0,5.0,1,0,0,1.0
1900,-1.0,17.0,1,0,0,1.0
1901,2.0,-20.0,0,1,0,1.0
1902,-5.0,4.0,1,0,0,1.0
1903,1.0,-4.0,1,0,0,1.0
1904,5.0,-15.0,0,1,0,1.0
1905,9.0,-2.0,1,0,0,1.0
1906,-5.0,5.0,1,0,0,1.0
1907,1.0,21.0,0,1,0,1.0
1908,4.0,8.0,1,0,0,1.0
1909,-9.0,-13.0,0,1,0,1.0
1910,64.0,-20.0,0,1,0,0.0
1911,6.0,-14.0,0,1,0,1.0
1912,13.0,14.0,1,0,0,1.0
1913,-6.0,-14.0,0,1,0,1.0
1914,0.0,-13.0,1,0,0,1.0
1915,19.0,-10.0,0,1,0,1.0
1916,40.0,22.0,0,0,1,1.0
1917,15.0,3.0,1,0,0,1.0
1918,14.0,6.0,1,0,0,1.0
1919,13.0,-4.0,0,1,0,1.0
1920,11.0,7.0,1,0,0,1.0
1921,-6.0,-17.0,0,1,0,1.0
1922,-3.0,2.0,1,0,0,1.0
1923,3.0,-17.0,0,1,0,1.0
1924,13.0,-1.0,0,1,0,1.0
1925,8.0,-2.0,0,1,0,1.0
1926,11.0,0.0,0,1,0,1.0
1927,-5.0,-10.0,1,0,0,1.0
1928,6.0,-13.0,1,0,0,1.0
1929,15.0,-7.0,0,1,0,1.0
1930,15.0,1.0,0,1,0,1.0
1931,54.0,15.0,0,1,0,1.0
1932,8.0,3.0,1,0,0,1.0
1933,4.0,15.0,1,0,0,1.0
1934,14.0,-11.0,0,1,0,1.0
1935,11.0,3.0,0,1,0,1.0
1936,9.0,-1.0,0,1,0,1.0
1937,-7.0,7.0,1,0,0,1.0
1938,-4.0,-14.0,0,1,0,1.0
1939,8.0,-17.0,0,1,0,1.0
1940,-11.0,0.0,1,0,0,1.0
1941,-7.0,20.0,1,0,0,1.0
1942,5.0,9.0,1,0,0,1.0
1943,10.0,5.0,1,0,0,1.0
1944,5.0,-12.0,0,1,0,1.0
1945,10.0,10.0,1,0,0,1.0
1946,16.0,-4.0,0,1,0,1.0
1947,9.0,1.0,1,0,0,1.0
1948,1.0,6.0,1,0,0,1.0
1949,1.0,10.0,1,0,0,0.0
1950,5.0,-1.0,1,0,0,1.0
1951,7.0,-7.0,1,0,0,1.0
1952,12.0,5.0,0,1,0,0.0
1953,1.0,2.0,1,0,0,1.0
1954,57.0,-14.0,0,1,0,0.0
1955,5.0,9.0,1,0,0,1.0
1956,0.0,-10.0,0,1,0,1.0
1957,-8.0,12.0,1,0,0,1.0
1958,-4.0,-5.0,1,0,0,1.0
1959,49.0,-25.0,0,1,0,1.0
1960,28.0,1.0,0,1,0,1.0
1961,13.0,-7.0,1,0,0,1.0
1962,-1.0,5.0,1,0,0,1.0
1963,0.0,-7.0,1,0,0,1.0
1964,2.0,-12.0,0,1,0,1.0
1965,-5.0,3.0,1,0,0,1.0
1966,12.0,-3.0,1,0,0,1.0
1967,5.0,-3.0,1,0,0,1.0
1968,11.0,0.0,0,1,0,1.0
1969,-5.0,5.0,1,0,0,1.0
1970,4.0,15.0,1,0,0,1.0
1971,10.0,18.0,1,0,0,1.0
1972,-6.0,-12.0,0,1,0,1.0
